Domain Name,Price,Category,TLD,Length,URL
Brainstorm.tel,3750,brain,tel,10,https://Brainstorm.tel
Brave.tel,3750,tel,tel,5,https://Brave.tel
Browband.co,3750,brain,co,8,https://Browband.co
Browband.Tech,3750,brain,tech,8,https://Browband.Tech
Browse.tel,3750,tel,tel,6,https://Browse.tel
Brunch.bot,3750,bot,bot,6,https://Brunch.bot
BusinessDevelopmentAI.com,3750,aicom,com,21,https://BusinessDevelopmentAI.com
CampfireAgent.com,3750,agent,com,13,https://CampfireAgent.com
CampingAgent.com,3750,agent,com,12,https://CampingAgent.com
Canonical.bot,5175,bot,bot,9,https://Canonical.bot
CheapestAPI.com,3750,tech,com,11,https://CheapestAPI.com
Checkout.ar,3750,ar,ar,8,https://Checkout.ar
Checkout.si,3750,si,si,8,https://Checkout.si
Chew.bot,3750,bot,bot,4,https://Chew.bot
Chicago.si,3750,si,si,7,https://Chicago.si
Chief.si,3750,si,si,5,https://Chief.si
CleanEnergy.si,3750,si,si,11,https://CleanEnergy.si
ClimateChange.si,3750,si,si,13,https://ClimateChange.si
ClimateGear.com,3750,product,com,11,https://ClimateGear.com
Codecks.bot,5175,bot,bot,7,https://Codecks.bot
Cogno.si,3750,si,si,5,https://Cogno.si
Colony.si,3750,si,si,6,https://Colony.si
CommentAgent.com,3750,agent,com,12,https://CommentAgent.com
CoverLetter.cv,3750,cv,cv,11,https://CoverLetter.cv
CryptoDetroit.xyz,3750,crypto,xyz,13,https://CryptoDetroit.xyz
CtrlBrain.com,3750,brain,com,9,https://CtrlBrain.com
Data.api,3750,api,api,4,https://Data.api
Datacenter.cam,3750,data,cam,10,https://Datacenter.cam
DearLord.ai,3750,religion,ai,8,https://DearLord.ai
DearLord.co,3750,religion,co,8,https://DearLord.co
DeepCrew.agency,3750,agent,agency,8,https://DeepCrew.agency
Defensive.si,3750,si,si,9,https://Defensive.si
Delete.ar,3750,ar,ar,6,https://Delete.ar
Describe.bot,5175,bot,bot,8,https://Describe.bot
Description.bot,5175,bot,bot,11,https://Description.bot
DetLocker.com,3750,crypto,com,9,https://DetLocker.com
Detroit.c,3750,crypto,c,7,https://Detroit.c
Detroit.token,3750,crypto,token,7,https://Detroit.token
DetroitATM.com,3750,fintech,com,10,https://DetroitATM.com
DetroitBTC.com,3750,crypto,com,10,https://DetroitBTC.com
DetroitCrypto.xyz,3750,crypto,xyz,13,https://DetroitCrypto.xyz
DetroitETH.com,3750,crypto,com,10,https://DetroitETH.com
Devil.si,3750,si,si,5,https://Devil.si
Disobey.si,3750,si,si,7,https://Disobey.si
Distances.ai,3750,ai,ai,9,https://Distances.ai
DomainList.si,3750,si,si,10,https://DomainList.si
DomainSearch.si,3750,si,si,12,https://DomainSearch.si
DonorAgent.org,3750,agent,org,10,https://DonorAgent.org
DrinkFreshOcean.com,3750,climate,com,15,https://DrinkFreshOcean.com
DrinkOcean.com,3750,climate,com,10,https://DrinkOcean.com
DrinkOceanWater.com,3750,climate,com,15,https://DrinkOceanWater.com
DrinkOceanWater.org,3750,climate,org,15,https://DrinkOceanWater.org
DriveThru.bot,517,bot,bot,9,https://DriveThru.bot
Dub.bot,5175,bot,bot,3,https://Dub.bot
Duty.bot,5175,bot,bot,4,https://Duty.bot
DynamAgent.com,3750,agent,com,10,https://DynamAgent.com
Eastern.si,3750,si,si,7,https://Eastern.si
Ebony.si,3750,si,si,5,https://Ebony.si
EEGStream.com,3750,brain,com,9,https://EEGStream.com
Else.bot,3750,bot,bot,4,https://Else.bot
Embed.tel,3750,tel,tel,5,https://Embed.tel
EmergencyWaters.com,3750,climate,com,15,https://EmergencyWaters.com
Erase.ar,3750,ar,ar,5,https://Erase.ar
Eraser.ar,3750,ar,ar,6,https://Eraser.ar
Estoy.si,3750,si,si,5,https://Estoy.si
Ethics.si,3750,si,si,6,https://Ethics.si
ETHRadio.com,3750,crypto,com,8,https://ETHRadio.com
ExpertosAI.com,3750,spanish,com,10,https://ExpertosAI.com
ExpertosAI.services,3750,spanish,services,10,https://ExpertosAI.services
FaceSwap.ar,3750,ar,ar,8,https://FaceSwap.ar
Facial.bot,3750,bot,bot,6,https://Facial.bot
Fail.si,3750,si,si,4,https://Fail.si
FanCam.ar,3750,ar,ar,6,https://FanCam.ar
Father.si,3750,si,si,6,https://Father.si
Fear.si,3750,si,si,4,https://Fear.si
Flesh.si,3750,si,si,5,https://Flesh.si
Flood.bot,5175,bot,bot,5,https://Flood.bot
FlowzAgent.com,3750,agent,com,10,https://FlowzAgent.com
Focus.tel,3750,tel,tel,5,https://Focus.tel
Focus.wave,3750,wave,wave,5,https://Focus.wave
ForceAgentic.com,3750,agent,com,12,https://ForceAgentic.com
Freight.si,3750,si,si,7,https://Freight.si
Frequencias.com,3750,spanish,com,11,https://Frequencias.com
FreshwaterAgent.com,3750,agent,com,15,https://FreshwaterAgent.com
FullTimeAgents.com,3750,agent,com,14,https://FullTimeAgents.com
FurloughAgent.com,3750,agent,com,13,https://FurloughAgent.com
Gavin.si,3750,si,si,5,https://Gavin.si
Govt.si,3750,si,si,4,https://Govt.si
Grandfather.si,3750,si,si,11,https://Grandfather.si
Gutter.bot,5175,bot,bot,6,https://Gutter.bot
Hear.si,3750,si,si,4,https://Hear.si
Heard.bot,5175,bot,bot,5,https://Heard.bot
HelpDesk.ar,3750,ar,ar,8,https://HelpDesk.ar
Horse.si,3750,si,si,5,https://Horse.si
HostelAgent.com,3750,agent,com,11,https://HostelAgent.com
Humanless.agency,3750,agent,agency,9,https://Humanless.agency
Hunger.si,3750,si,si,6,https://Hunger.si
Impeach.ai,3750,political,ai,7,https://Impeach.ai
InfantAgent.com,3750,agent,com,11,https://InfantAgent.com
Inject.si,3750,si,si,6,https://Inject.si
InventoryTracking.ai,3750,ai,ai,17,https://InventoryTracking.ai
Ivory.si,3750,si,si,5,https://Ivory.si
Jesus.api,3750,religion,api,5,https://Jesus.api
Jesus.follow,3750,religion,follow,5,https://Jesus.follow
JobTraining.ar,3750,ar,ar,11,https://JobTraining.ar
Json.bot,5175,bot,bot,4,https://Json.bot
KegPump.com,3750,product,com,7,https://KegPump.com
Keyword.bot,5175,bot,bot,7,https://Keyword.bot
Kitchen.im,3750,im,im,7,https://Kitchen.im
Kitty.si,3750,si,si,5,https://Kitty.si
LabServices.ai,3750,ai,ai,11,https://LabServices.ai
Landscape.bot,5175,bot,bot,9,https://Landscape.bot
LayoffAgent.com,3750,agent,com,11,https://LayoffAgent.com
LazyJob.agency,3750,agent,agency,7,https://LazyJob.agency
Loaner.bot,3750,bot,bot,6,https://Loaner.bot
Locate.ar,3750,ar,ar,6,https://Locate.ar
LotoBots.com,3750,bot,com,8,https://LotoBots.com
LottaBots.com,3750,bot,com,9,https://LottaBots.com
MATICGems.vip,3750,crypto,vip,9,https://MATICGems.vip
Med.tax,3750,medical,tax,3,https://Med.tax
Memo.bot,5175,bot,bot,4,https://Memo.bot
Menu.beer,3750,food,beer,4,https://Menu.beer
MenuAgent.com,3750,agent,com,9,https://MenuAgent.com
Metatag.bot,5175,bot,bot,7,https://Metatag.bot
Mind.wave,3750,wave,wave,4,https://Mind.wave
Minus.ar,3750,ar,ar,5,https://Minus.ar
Moon.homes,3750,realty,homes,4,https://Moon.homes
MrsBad.com,3750,adult,com,6,https://MrsBad.com
Muse.api,3750,brain,api,4,https://Muse.api
Mutant.si,3750,si,si,6,https://Mutant.si
Myo.bot,3750,bot,bot,3,https://Myo.bot
NavalRobot.com,3750,bot,com,10,https://NavalRobot.com
Neura.tel,3750,brain,tel,5,https://Neura.tel
Neuro.api,3750,brain,api,5,https://Neuro.api
Neuro.wave,3750,brain,wave,5,https://Neuro.wave
NeurotechData.com,3750,brain,com,13,https://NeurotechData.com
Never.bot,5175,bot,bot,5,https://Never.bot
Newsom.si,3750,si,si,6,https://Newsom.si
NGOAgent.com,3750,agent,com,8,https://NGOAgent.com
Nigeria.si,3750,si,si,7,https://Nigeria.si
NightMode.ar,3750,ar,ar,9,https://NightMode.ar
Nightspex.com,3750,product,com,9,https://Nightspex.com
Nightvision.ai,37500,ai,ai,11,https://Nightvision.ai
Nightvision.cv,3750,cv,cv,11,https://Nightvision.cv
Nightvision.si,3750,si,si,11,https://Nightvision.si
Nlink.tel,3750,brain,tel,5,https://Nlink.tel
Nope.bot,5175,bot,bot,4,https://Nope.bot
Nosql.bot,5175,bot,bot,5,https://Nosql.bot
Notify.tel,3750,tel,tel,6,https://Notify.tel
Nuclear.si,3750,si,si,7,https://Nuclear.si
O.damn,3750,L,damn,1,https://O.damn
Obey.si,3750,si,si,4,https://Obey.si
Objective.si,3750,si,si,9,https://Objective.si
OceanFreshWater.org,3750,climate,org,15,https://OceanFreshWater.org
Oir.ai,3750,ai,ai,3,https://Oir.ai
Omit.si,3750,si,si,4,https://Omit.si
Open.src,3750,code,src,4,https://Open.src
Operate.si,3750,si,si,7,https://Operate.si
Order.si,3750,si,si,5,https://Order.si
Organ.bot,5175,bot,bot,5,https://Organ.bot
Origin.si,3750,si,si,6,https://Origin.si
P.wave,3750,wave,wave,1,https://P.wave
P3tal.com,3750,brain,com,5,https://P3tal.com
Pacific.si,3750,si,si,7,https://Pacific.si
Pareto.bot,517,bot,bot,6,https://Pareto.bot
Pause.tel,3750,tel,tel,5,https://Pause.tel
Petal.cc,3750,fintech,cc,5,https://Petal.cc
Petal.gg,3750,gaming,gg,5,https://Petal.gg
Petal.partners,3750,business,partners,5,https://Petal.partners
Pick.si,3750,si,si,4,https://Pick.si
Pitch.ar,3750,ar,ar,5,https://Pitch.ar
Poopy.domains,3750,misc,domains,5,https://Poopy.domains
Porj.ai,3750,adult,ai,4,https://Porj.ai
Porm.ai,3750,adult,ai,4,https://Porm.ai
PostPilot.si,3750,si,si,9,https://PostPilot.si
Pot.bet,3750,gaming,bet,3,https://Pot.bet
POV.mx,3750,adult,mx,3,https://POV.mx
Predictor.bot,5175,bot,bot,9,https://Predictor.bot
Prem.bot,5175,bot,bot,4,https://Prem.bot
Preseed.si,3750,si,si,7,https://Preseed.si
PrimaryVoting.com,3750,political,com,13,https://PrimaryVoting.com
PrimaryVoting.loans,3750,political,loans,13,https://PrimaryVoting.loans
Propaganda.bot,517,political,bot,10,https://Propaganda.bot
Prorate.ai,3750,ai,ai,7,https://Prorate.ai
PureOceanWater.org,3750,climate,org,14,https://PureOceanWater.org
QTL.ai,3750,ai,ai,3,https://QTL.ai
Quan.bot,517,ai,bot,4,https://Quan.bot
Quan.si,3750,si,si,4,https://Quan.si
Question.si,3750,si,si,8,https://Question.si
RAG.vc,3750,vc,vc,3,https://RAG.vc
Reflect.tel,3750,tel,tel,7,https://Reflect.tel
Reformat.bot,5175,bot,bot,8,https://Reformat.bot
Remember.ar,3750,ar,ar,8,https://Remember.ar
RemoteControl.ar,3750,ar,ar,13,https://RemoteControl.ar
Remove.ar,3750,ar,ar,6,https://Remove.ar
Replace.tel,3750,tel,tel,7,https://Replace.tel
Reps.ai,3750,ai,ai,4,https://Reps.ai
Reps.bot,5175,bot,bot,4,https://Reps.bot
Rerun.events,3750,misc,events,5,https://Rerun.events
Reticle.tel,3750,tel,tel,7,https://Reticle.tel
Rewind.tel,3750,tel,tel,6,https://Rewind.tel
RiverNorthAgent.com,3750,agent,com,15,https://RiverNorthAgent.com
Robot.cv,3750,cv,cv,5,https://Robot.cv
Robotic.trading,3750,robot,trading,7,https://Robotic.trading
RobotJury.com,3750,botcom,com,9,https://RobotJury.com
Rows.bot,5175,bot,bot,4,https://Rows.bot
Sailor.bot,5175,bot,bot,6,https://Sailor.bot
SanitationAgent.com,3750,agent,com,15,https://SanitationAgent.com
SaveCrew.com,3750,agent,com,8,https://SaveCrew.com
SaveMore.ai,3750,ai,ai,8,https://SaveMore.ai
Seattle.si,3750,si,si,7,https://Seattle.si
Semi.bot,5175,bot,bot,4,https://Semi.bot
Setting.bot,5175,bot,bot,7,https://Setting.bot
Shake.tel,3750,tel,tel,5,https://Shake.tel
Shpp.ing,3750,ecommerce,ing,4,https://Shpp.ing
SIDomains.si,3750,si,si,9,https://SIDomains.si
SignalData.ai,3750,ai,ai,10,https://SignalData.ai
Sitemap.bot,5175,bot,bot,7,https://Sitemap.bot
SlideshowAgent.com,3750,agent,com,14,https://SlideshowAgent.com
SolanaDetroit.com,3750,crypto,com,13,https://SolanaDetroit.com
Sophie.si,3750,si,si,6,https://Sophie.si
Soviet.si,3750,si,si,6,https://Soviet.si
SpaceRace.ai,3750,ai,ai,9,https://SpaceRace.ai
Speaker.tel,3750,tel,tel,7,https://Speaker.tel
Spend.tel,3750,tel,tel,5,https://Spend.tel
Sprinkle.bot,5175,bot,bot,8,https://Sprinkle.bot
Src.bot,5175,bot,bot,3,https://Src.bot
Strip.mx,3750,adult,mx,5,https://Strip.mx
Stroller.bot,517,bot,bot,8,https://Stroller.bot
Subtitle.ar,3750,ar,ar,8,https://Subtitle.ar
Summon.tel,3750,tel,tel,6,https://Summon.tel
Superior.bot,5175,bot,bot,8,https://Superior.bot
Supervisor.bot,5175,bot,bot,10,https://Supervisor.bot
Telbar.xyz,3750,brain,xyz,6,https://Telbar.xyz
Telepath.si,3750,si,si,8,https://Telepath.si
Telepathic.dev,3750,brain,dev,10,https://Telepathic.dev
Telepathic.si,3750,si,si,10,https://Telepathic.si
Telepathy.si,3750,si,si,9,https://Telepathy.si
Throw.bot,5175,bot,bot,5,https://Throw.bot
Thru.bot,5175,bot,bot,4,https://Thru.bot
Timer.tel,3750,tel,tel,5,https://Timer.tel
Tokenswap.bot,5175,bot,bot,9,https://Tokenswap.bot
Tranquility.si,3750,si,si,11,https://Tranquility.si
Transplant.bot,5175,bot,bot,10,https://Transplant.bot
Treaty.si,3750,si,si,6,https://Treaty.si
TutoAgent.com,3750,agent,com,9,https://TutoAgent.com
Ultrapremium.bot,5175,bot,bot,12,https://Ultrapremium.bot
Under.bot,3750,bot,bot,5,https://Under.bot
Unplug.si,3750,si,si,6,https://Unplug.si
UNW.ai,3750,ai,ai,3,https://UNW.ai
USDC.si,3750,si,si,4,https://USDC.si
UWL.ai,3750,ai,ai,3,https://UWL.ai
Valley.bot,5175,bot,bot,6,https://Valley.bot
Veto.bot,5175,bot,bot,4,https://Veto.bot
Vocal.tel,3750,tel,tel,5,https://Vocal.tel
VoicemailAgent.com,3750,agent,com,14,https://VoicemailAgent.com
Volume.tel,3750,tel,tel,6,https://Volume.tel
Voto.si,3750,si,si,4,https://Voto.si
VRBCI.dev,3750,brain,dev,5,https://VRBCI.dev
Wait.si,3750,si,si,4,https://Wait.si
Walz.si,3750,si,si,4,https://Walz.si
WeatherRobots.com,3750,robot,com,13,https://WeatherRobots.com
Wetware.si,3750,si,si,7,https://Wetware.si
WholesaleDeals.ai,3750,ecommerce,ai,14,https://WholesaleDeals.ai
Whom.bot,5175,bot,bot,4,https://Whom.bot
Wireframe.bot,5175,product,bot,9,https://Wireframe.bot
WLF.cx,3750,crypto,cx,3,https://WLF.cx
Yor.cash,3750,crypto,cash,3,https://Yor.cash
Yor.exchange,3750,crypto,exchange,3,https://Yor.exchange
